Simulation,Sensitivity,Specificity,Disease probability,MVD given disease,SVD given disease,QALY_NT,Cost_NT,QALY_EST,Cost_EST,QALY_ANG,Cost_ANG
949,0.878924718,0.901201595,0.555067903,0.656394417,0.343605583,8.097630224,816.631035,5.314116794,4705.202493,9.070317713,2864.854828
950,0.863427161,0.938084379,0.570694782,0.777750901,0.222249099,7.729149607,779.2878838,5.38257448,4690.543952,9.803151604,2855.118873
951,0.831410779,0.85515027,0.612910514,0.735345302,0.264654698,7.5609047,760.032533,5.540734201,4770.022765,9.414217937,3043.769569
952,0.871154363,0.899199964,0.637581867,0.709616579,0.290383421,7.471573887,749.6669422,5.472675826,4998.42205,9.161168168,3156.356166
953,0.859705876,0.885874856,0.540251496,0.668644326,0.331355674,8.159486622,823.6661198,5.374178949,4590.810644,9.198781589,2799.373897
954,0.879602544,0.882766166,0.623284705,0.687227089,0.312772911,7.615197508,764.7380356,5.307892069,4963.175913,9.044783388,3114.981013
955,0.806646756,0.88851536,0.618645051,0.67625206,0.32374794,7.670385831,770.4755212,6.253001558,4792.928592,8.982445436,3103.783735
956,0.819690977,0.934218812,0.650258117,0.673791956,0.326208044,7.486106066,750.3042535,6.485976049,4974.109115,8.858107549,3229.906925
957,0.871303417,0.873791929,0.617256376,0.644466153,0.355533847,7.756800481,779.0900418,5.486113451,4941.231747,8.763639863,3118.59531
958,0.889331242,0.941925585,0.66784365,0.748751293,0.251248707,7.181106669,719.1022145,5.422761915,5163.660934,9.368766653,3247.448031
959,0.798801997,0.878658107,0.605056823,0.744603297,0.255396703,7.587831566,763.1832299,5.95332174,4676.603309,9.499095814,3007.537219
960,0.898608708,0.911893101,0.640522558,0.762453352,0.237546648,7.318836123,734.4102318,5.038926083,5046.052551,9.53787859,3132.853001
961,0.837532586,0.911535458,0.577995967,0.618260225,0.381739775,8.048844801,810.3759557,6.079481161,4743.584918,8.737122213,2978.381701
962,0.802893972,0.878673428,0.546881171,0.777209938,0.222790062,7.883548414,796.0203588,5.568185547,4444.733558,9.852189217,2764.161866
963,0.851149747,0.933548192,0.699534094,0.673339031,0.326660969,7.190689543,718.0561016,6.231466725,5247.906656,8.68771016,3424.373413
964,0.829977822,0.909289874,0.65876434,0.723366706,0.276633294,7.304992535,731.8976814,6.051832475,4985.687184,9.201282339,3229.66478
965,0.894781848,0.88893403,0.491889294,0.704306013,0.295693987,8.379898544,848.4555215,4.757282568,4437.51735,9.565106883,2590.446782
966,0.909500688,0.914222508,0.630920548,0.701911059,0.298088941,7.531966277,756.0450168,5.052549376,5070.422295,9.125625324,3135.383249
967,0.890399317,0.912356514,0.674753075,0.730562493,0.269437507,7.186263457,719.1768221,5.319351368,5190.62049,9.211493231,3286.819928
968,0.886040257,0.94180199,0.61854427,0.60637986,0.39362014,7.842900613,787.5053048,5.772438552,5040.910484,8.490530619,3148.057921
969,0.796313598,0.884310529,0.639760815,0.679883662,0.320116338,7.533805822,755.6709319,6.415808442,4847.402551,8.938027124,3184.521167
970,0.82244801,0.83170468,0.580952811,0.707956287,0.292043713,7.824427407,788.0450127,5.502333485,4628.073569,9.318753012,2936.341096
971,0.790408294,0.856753751,0.615021536,0.714959143,0.285040857,7.597548532,763.5158038,6.079452003,4701.995892,9.265749016,3064.911469
972,0.853155388,0.855067092,0.647441555,0.715385725,0.284614275,7.395949547,741.5847897,5.472767861,4969.101252,9.174361026,3190.975914
973,0.877910061,0.917030349,0.698445668,0.693702871,0.306297129,7.140667492,713.1884224,5.692435469,5286.628474,8.853396342,3405.383832
974,0.883093312,0.891012652,0.654743455,0.693765741,0.306234259,7.407083559,742.2245521,5.369148639,5102.654978,8.991877108,3234.061346
975,0.796377047,0.85622666,0.596565322,0.704758613,0.295241387,7.735894985,778.3275508,5.98262043,4649.846475,9.25025587,2999.272145
976,0.840848249,0.915199686,0.597917273,0.69203082,0.30796918,7.757858756,780.4099267,5.871720492,4790.235999,9.159478924,3012.421162
977,0.818717788,0.846129981,0.553177087,0.644747718,0.355252282,8.134509722,820.389075,5.745023481,4553.90648,9.003711958,2864.030461
978,0.781035491,0.941316628,0.594568284,0.725368222,0.274631778,7.699424073,774.8541797,6.553662187,4645.282096,9.395878713,2978.802587
979,0.825119225,0.919277186,0.559011975,0.684368262,0.315631738,8.011956821,807.9290534,5.966913576,4608.957144,9.234295616,2864.301665
980,0.881524593,0.911922685,0.649717668,0.714235604,0.285764396,7.384841401,740.3456048,5.424730961,5076.403089,9.159224139,3200.617922
981,0.873115821,0.851245726,0.556651525,0.751382902,0.248617098,7.877889049,794.8478394,4.838086138,4619.372728,9.666880965,2816.470673
982,0.837424139,0.886747064,0.598685746,0.657976774,0.342023226,7.834269746,787.901728,5.876338019,4790.35999,8.924827448,3036.506925
983,0.7980688,0.891295048,0.637074396,0.666555394,0.333444606,7.583819068,760.77499,6.480663738,4853.234815,8.850222404,3182.730403
984,0.845199646,0.861373614,0.595151064,0.71730249,0.28269751,7.714889434,776.3436462,5.4267138,4743.264536,9.339574041,2986.02917
985,0.798520178,0.918425183,0.541541973,0.696001674,0.303998326,8.092815064,817.0059838,6.135166206,4481.526236,9.363078456,2789.152158
986,0.850284791,0.880971715,0.614760656,0.764985642,0.235014358,7.476834297,751.6203355,5.37095029,4814.815757,9.61679302,3032.107237
987,0.845064623,0.908267215,0.587288579,0.70403821,0.29596179,7.794573123,784.7008445,5.706530329,4745.413489,9.273564939,2963.457567
988,0.797116185,0.903996006,0.529938308,0.659931248,0.340068752,8.239734288,832.2329961,6.150175637,4444.724261,9.181703353,2763.459325
989,0.816439729,0.877854953,0.5734169,0.750732523,0.249267477,7.773258652,783.4694011,5.628779377,4587.69501,9.620702293,2881.564335
990,0.846106831,0.92520077,0.631016356,0.672269427,0.327730573,7.605776708,763.3224763,6.042181551,4953.187402,8.912294246,3155.090659
991,0.833224946,0.879675447,0.602634419,0.751218177,0.248781823,7.587242444,763.2773436,5.561736044,4737.587612,9.550744897,2994.050377
992,0.89216224,0.90445277,0.63077391,0.663141865,0.336858135,7.630135543,765.7414002,5.34667956,5050.022755,8.847543555,3160.085928
993,0.816392496,0.847153696,0.573307919,0.685626918,0.314373082,7.922413365,798.1945704,5.704035854,4606.881595,9.195847793,2919.723144
994,0.847103638,0.87989032,0.708685769,0.733388267,0.266611733,6.966336525,695.342168,5.795911203,5202.615666,9.141388085,3416.448043
995,0.774719762,0.896939048,0.650591566,0.652077258,0.347922742,7.540291259,755.6301941,6.905724281,4864.036279,8.696071693,3245.822665
996,0.823636817,0.839799331,0.624510701,0.754252096,0.245747904,7.441257935,747.4969367,5.510266935,4778.276955,9.517570506,3076.530158
997,0.852960655,0.941677782,0.677763978,0.696219752,0.303780248,7.260038898,726.2676162,6.1041105,5152.604591,8.938138456,3322.56394
998,0.933784498,0.861137919,0.637285054,0.666967478,0.333032522,7.581512246,760.5341171,4.525467061,5145.564795,8.852483127,3183.290498
999,0.811950584,0.902487702,0.581729217,0.69970338,0.30029662,7.838743545,789.4089067,6.040662871,4653.729517,9.261745575,2944.334833
1000,0.868934963,0.876759517,0.596239796,0.720258475,0.279741525,7.701135681,774.9180241,5.228889893,4804.797217,9.356502577,2988.447941
